所在省市*,样品状态,报送分类-1*,报送分类-2*,被抽样单位名称*,抽样地点_2*,年销售额,营业执照号,传真,省,地区(市、州、盟),县,区域类型*,单位地址*,邮编,被抽样单位法人(负责人),电话,被抽样单位负责(联系)人*,电话*,生产许可证号,样品名称*,样品属性,抽样数量*,单位*,抽样编号*,食品大类,食品亚类,食品次亚类,食品细类,样品形态*,样品类型*,包装分类*,样品来源*,加工/购进日期,抽样方式*,抽样工具,样品规格,样品批号,生产日期,保质期,保质期单位,执行标准/技术文件*,质量等级,商标,单价,是否出口,抽样基数/批量,抽样,备样数量,标识生产企业名称,标识生产企业地址,标识生产企业省份,生产企业联系人,生产企业电话,是否进口,原产国,是否委托生产,委托企业名称,委托企业地址,抽样时样品存储状态*,温度(℃),抽样样品包装*,湿度(%),寄、送样品截止日期,寄送样品地址,备注(样品),抽样单位名称*,单位级别*,抽样人员*,抽样时间*,电话*,抽样单位负责(联系)人*,电话*,电子邮箱*,单位地址,邮编,传真,检验机构名称*,检验目的*,报告书编号*,收检日期*,报告日期*,报告签发人*,联系人(检验机构)*,电话(检验机构)*,电子邮箱(检验机构)*,所在省份*,结论*,确认情况,备注,填报人*,填报日期*,电话*,电子邮箱*,更新时间,创建时间,报告分类,所在省市*,检验结果*,结果单位*,结果判定*,检验依据*,判定依据*,标准方法检出限*,标准检出限单位*,方法检出限*,检出限单位*,标准最小允许限*,标准最小允许限单位*,最小允许限*,最小允许限单位*,标准最大允许限*,标准最大允许限单位*,最大允许限*,最大允许限单位*,说明,抽样地点1*,时间阶段*,填报账户的tname*,第一次提交到秘书处的时间*,不合格报告路径*,许可证*,许可证id*,不合格报告上传时间*,核查处置表退回标签*,标识生产企业市*,标识生产企业县*,条形码扫描*,委托省(市、自治区)*,委托地区(市、州、盟)*,委托县(市、区)*,委托生产许可证编号*,委托联系人*,委托电话*,平台营业执照号*,入网许可证号或ICP经营许可证*,网抽平台所在地省*,网抽平台所在地市*,网抽平台所在地县*,网络平台名称,平台地址*,平台网址*,平台联系人*,平台联系电话*,平台订单编号*,网点网址*,彩虹码*,第三方性质(委托企业性质)*,抽样类型*,网店店铺名称*,日期类型
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","绍兴市**农贸市场（A27余波）	","农贸市场	","/	","'工商市字3306001029号	","/	","浙江	","绍兴	","越城	","城市	","绍兴市中兴北路C08地块	","/	","千勇	","	","朱君	",/,"SC10333060203119	","母子酱油	","普通食品	","12	","瓶	","GC20339903009930082	","调味品	","酱油	","酱油	","酱油	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","500ml/瓶	","/	","2020/1/2 0:00:00	","12个月	","	","GB/ T18186-2000高盐稀态	","三级	","太守庙+“图案”	","3.6元/瓶	","	","20瓶	",,"3瓶	","绍兴市**食品厂	",绍兴市鉴湖街,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","玻璃瓶	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/3/17 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200306	","2020/3/18 0:00:00	","2020/4/10 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检不合格样品	","	","	","周蓓蕾	","2020/3/19 0:00:00	","13588158579	","316245046@qq.com	","2020/4/10 13:52:41	","2020/3/17 9:38:16	","一般不合格报告	","脱氢乙酸及其钠盐(以脱氢乙酸计)	","未检出	","g/kg	","合格项	","GB 5009.121-2016《食品安全国家标准 食品中脱氢乙酸的测定》(第二法 液相色谱法)	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.003	","g/kg	","0.005	","g/kg	","/	","/	","/	","/	","不得使用	","/	","不得使用	","/	","	","流通	","	","徐潇颖	","2020/4/10 13:52:42	","	","经营许可证	","/	","	","	","绍兴	","越城	","6947489900022	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","绍兴市**农贸市场（A28余波）	","农贸市场	","/	","'工商市字3306001029号	","/	","浙江	","绍兴	","越城	","城市	","绍兴市中兴北路C08地块	","/	","千勇	","	","朱君	",/,"SC10333060203119	","母子酱油	","普通食品	","12	","瓶	","GC20339903009930082	","调味品	","酱油	","酱油	","酱油	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","500ml/瓶	","/	","2020/1/2 0:00:00	","12个月	","	","GB/ T18186-2000高盐稀态	","三级	","太守庙+“图案”	","3.6元/瓶	","	","20瓶	",,"3瓶	","绍兴市**食品厂	",绍兴市鉴湖街,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","玻璃瓶	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/3/17 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200306	","2020/3/18 0:00:00	","2020/4/10 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检不合格样品	","	","	","周蓓蕾	","2020/3/19 0:00:00	","13588158579	","316245046@qq.com	","2020/4/10 13:52:41	","2020/3/17 9:38:16	","一般不合格报告	","对羟基苯甲酸酯类及其钠盐(对羟基苯甲酸甲酯钠，对羟基苯甲酸乙酯及其钠盐)(以对羟基苯甲酸计)	","未检出	","g/kg	","合格项	","GB 5009.31-2016《食品安全国家标准 食品中对羟基苯甲酸酯类的测定》	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.0020	","g/kg	","0.0020	","g/kg	","/	","g/kg	","/	","g/kg	","0.25	","g/kg	","0.25	","g/kg	","	","流通	","	","徐潇颖	","2020/4/10 13:52:42	","	","经营许可证	","/	","	","	","绍兴	","越城	","6947489900022	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","绍兴市**农贸市场（A29余波）	","农贸市场	","/	","'工商市字3306001029号	","/	","浙江	","绍兴	","越城	","城市	","绍兴市中兴北路C08地块	","/	","千勇	","	","朱君	",/,"SC10333060203119	","母子酱油	","普通食品	","12	","瓶	","GC20339903009930082	","调味品	","酱油	","酱油	","酱油	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","500ml/瓶	","/	","2020/1/2 0:00:00	","12个月	","	","GB/ T18186-2000高盐稀态	","三级	","太守庙+“图案”	","3.6元/瓶	","	","20瓶	",,"3瓶	","绍兴市**食品厂	",绍兴市鉴湖街,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","玻璃瓶	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/3/17 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200306	","2020/3/18 0:00:00	","2020/4/10 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检不合格样品	","	","	","周蓓蕾	","2020/3/19 0:00:00	","13588158579	","316245046@qq.com	","2020/4/10 13:52:41	","2020/3/17 9:38:16	","一般不合格报告	","防腐剂混合使用时各自用量占其最大使用量的比例之和	","/	","g/kg	","未检验	","/	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","/	","/	","/	","/	","/	","g/kg	","/	","g/kg	","1	","g/kg	","1	","g/kg	","无需检验	","流通	","	","徐潇颖	","2020/4/10 13:52:42	","	","经营许可证	","/	","	","	","绍兴	","越城	","6947489900022	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","绍兴市**农贸市场（A30余波）	","农贸市场	","/	","'工商市字3306001029号	","/	","浙江	","绍兴	","越城	","城市	","绍兴市中兴北路C08地块	","/	","千勇	","	","朱君	",/,"SC10333060203119	","母子酱油	","普通食品	","12	","瓶	","GC20339903009930082	","调味品	","酱油	","酱油	","酱油	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","500ml/瓶	","/	","2020/1/2 0:00:00	","12个月	","	","GB/ T18186-2000高盐稀态	","三级	","太守庙+“图案”	","3.6元/瓶	","	","20瓶	",,"3瓶	","绍兴市**食品厂	",绍兴市鉴湖街,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","玻璃瓶	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/3/17 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200306	","2020/3/18 0:00:00	","2020/4/10 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检不合格样品	","	","	","周蓓蕾	","2020/3/19 0:00:00	","13588158579	","316245046@qq.com	","2020/4/10 13:52:41	","2020/3/17 9:38:16	","一般不合格报告	","糖精钠(以糖精计)	","未检出	","g/kg	","合格项	","GB 5009.28-2016《食品安全国家标准 食品中苯甲酸、山梨酸和糖精钠的测定》( 第一法 液相色谱法)	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.01	","g/kg	","0.01	","g/kg	","/	","/	","/	","/	","不得使用	","/	","不得使用	","/	","	","流通	","	","徐潇颖	","2020/4/10 13:52:42	","	","经营许可证	","/	","	","	","绍兴	","越城	","6947489900022	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","绍兴市**农贸市场（A31余波）	","农贸市场	","/	","'工商市字3306001029号	","/	","浙江	","绍兴	","越城	","城市	","绍兴市中兴北路C08地块	","/	","千勇	","	","朱君	",/,"SC10333060203119	","母子酱油	","普通食品	","12	","瓶	","GC20339903009930082	","调味品	","酱油	","酱油	","酱油	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","500ml/瓶	","/	","2020/1/2 0:00:00	","12个月	","	","GB/ T18186-2000高盐稀态	","三级	","太守庙+“图案”	","3.6元/瓶	","	","20瓶	",,"3瓶	","绍兴市**食品厂	",绍兴市鉴湖街,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","玻璃瓶	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/3/17 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200306	","2020/3/18 0:00:00	","2020/4/10 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检不合格样品	","	","	","周蓓蕾	","2020/3/19 0:00:00	","13588158579	","316245046@qq.com	","2020/4/10 13:52:41	","2020/3/17 9:38:16	","一般不合格报告	","菌落总数	","（1）67000（2）44000（3）55000（4）70000（5）42000	","CFU/mL	","不合格项	","GB 4789.2-2016《食品安全国家标准 食品微生物学检验 菌落总数测定》	","GB 2717-2018《食品安全国家标准 酱油》	","/	","/	","/	","/	","/	","cfu/mL	","/	","CFU/mL	","30000	","cfu/mL	","n=5,c=2,m=5000,M=50000	","CFU/mL	","	","流通	","	","徐潇颖	","2020/4/10 13:52:42	","	","经营许可证	","/	","	","	","绍兴	","越城	","6947489900022	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","绍兴市**农贸市场（A32余波）	","农贸市场	","/	","'工商市字3306001029号	","/	","浙江	","绍兴	","越城	","城市	","绍兴市中兴北路C08地块	","/	","千勇	","	","朱君	",/,"SC10333060203119	","母子酱油	","普通食品	","12	","瓶	","GC20339903009930082	","调味品	","酱油	","酱油	","酱油	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","500ml/瓶	","/	","2020/1/2 0:00:00	","12个月	","	","GB/ T18186-2000高盐稀态	","三级	","太守庙+“图案”	","3.6元/瓶	","	","20瓶	",,"3瓶	","绍兴市**食品厂	",绍兴市鉴湖街,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","玻璃瓶	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/3/17 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200306	","2020/3/18 0:00:00	","2020/4/10 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检不合格样品	","	","	","周蓓蕾	","2020/3/19 0:00:00	","13588158579	","316245046@qq.com	","2020/4/10 13:52:41	","2020/3/17 9:38:16	","一般不合格报告	","大肠菌群	","（1）＜10（2）＜10（3）＜10（4）＜10（5）＜10	","CFU/mL	","合格项	","GB 4789.3-2016《食品安全国家标准 食品微生物学检验 大肠菌群计数》(第二法 大肠菌群平板计数法)	","GB 2717-2018《食品安全国家标准 酱油》	","/	","/	","/	","CFU/mL	","/	","MPN/100mL	","/	","CFU/mL	","30	","MPN/100mL	","n=5,c=2,m=10,M=100	","CFU/mL	","	","流通	","	","徐潇颖	","2020/4/10 13:52:42	","	","经营许可证	","/	","	","	","绍兴	","越城	","6947489900022	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","下官桥菜市场＋金华市婺城区**调味品经营部	","菜市场	","/	","'92330701MA2DCHMM4	","/	","浙江	","金华	","婺城	","城市	","浙江省金华市婺城区江南街道下官桥菜市场调料区1号（自主申报）	","/	","胡妙英	","	","胡妙英	",/,"SC10333070302984	","调味料酒	","普通食品	","4	","袋	","GC20339900009930122	","调味品	","调味料酒	","调味料酒	","料酒	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","400ml/袋	","/	","2020/3/1 0:00:00	","12个月	","	","Q/SSJ0003S	","/	","图形商标	","1.5元/袋	","	","9袋	",,"2袋	","金华**酒业有限公司	",浙江金东经济开发区正涵北街,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","食品经营许可证换证中	","浙江省食品药品检验研究院	","省（区）级	","王胜楠、金凌峰	","2020/3/20 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200391	","2020/3/20 0:00:00	","2020/4/20 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/3/23 0:00:00	","13588158579	","316245046@qq.com	","2020/4/20 19:45:05	","2020/3/20 11:23:46	","合格报告	","脱氢乙酸及其钠盐(以脱氢乙酸计)	","未检出	","g/kg	","合格项	","GB 5009.121-2016《食品安全国家标准 食品中脱氢乙酸的测定》(第二法 液相色谱法)	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.005	","g/kg	","0.005	","g/kg	","/	","g/kg	","/	","g/kg	","不得使用	","g/kg	","不得使用	","g/kg	","	","流通	","	","徐潇颖	","2020/4/20 19:45:05	","	","经营许可证	","/	","	","	","金华	","金东	","6956119597495	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","下官桥菜市场＋金华市婺城区**调味品经营部	","菜市场	","/	","'92330701MA2DCHMM4	","/	","浙江	","金华	","婺城	","城市	","浙江省金华市婺城区江南街道下官桥菜市场调料区1号（自主申报）	","/	","胡妙英	","	","胡妙英	",/,"SC10333070302984	","调味料酒	","普通食品	","4	","袋	","GC20339900009930122	","调味品	","调味料酒	","调味料酒	","料酒	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","400ml/袋	","/	","2020/3/1 0:00:00	","12个月	","	","Q/SSJ0003S	","/	","图形商标	","1.5元/袋	","	","9袋	",,"2袋	","金华**酒业有限公司	",浙江金东经济开发区正涵北街,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","食品经营许可证换证中	","浙江省食品药品检验研究院	","省（区）级	","王胜楠、金凌峰	","2020/3/20 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200391	","2020/3/20 0:00:00	","2020/4/20 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/3/23 0:00:00	","13588158579	","316245046@qq.com	","2020/4/20 19:45:05	","2020/3/20 11:23:46	","合格报告	","糖精钠(以糖精计)	","未检出	","g/kg	","合格项	","GB 5009.28-2016《食品安全国家标准 食品中苯甲酸、山梨酸和糖精钠的测定》( 第一法 液相色谱法)	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.01	","g/kg	","0.01	","g/kg	","/	","g/kg	","/	","g/kg	","不得使用	","g/kg	","不得使用	","g/kg	","	","流通	","	","徐潇颖	","2020/4/20 19:45:05	","	","经营许可证	","/	","	","	","金华	","金东	","6956119597495	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","下官桥菜市场＋金华市婺城区**调味品经营部	","菜市场	","/	","'92330701MA2DCHMM4	","/	","浙江	","金华	","婺城	","城市	","浙江省金华市婺城区江南街道下官桥菜市场调料区1号（自主申报）	","/	","胡妙英	","	","胡妙英	",/,"SC10333070302984	","调味料酒	","普通食品	","4	","袋	","GC20339900009930122	","调味品	","调味料酒	","调味料酒	","料酒	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","400ml/袋	","/	","2020/3/1 0:00:00	","12个月	","	","Q/SSJ0003S	","/	","图形商标	","1.5元/袋	","	","9袋	",,"2袋	","金华**酒业有限公司	",浙江金东经济开发区正涵北街,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","食品经营许可证换证中	","浙江省食品药品检验研究院	","省（区）级	","王胜楠、金凌峰	","2020/3/20 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200391	","2020/3/20 0:00:00	","2020/4/20 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/3/23 0:00:00	","13588158579	","316245046@qq.com	","2020/4/20 19:45:05	","2020/3/20 11:23:46	","合格报告	","甜蜜素(以环己基氨基磺酸计)	","未检出	","g/kg	","合格项	","GB 5009.97-2016《食品安全国家标准 食品中环己基氨基磺酸钠的测定》(第三法 液相色谱-质谱/质谱法)	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.0001	","g/kg	","0.0001	","g/kg	","/	","g/kg	","/	","g/kg	","不得使用	","g/kg	","不得使用	","g/kg	","	","流通	","	","徐潇颖	","2020/4/20 19:45:05	","	","经营许可证	","/	","	","	","金华	","金东	","6956119597495	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","下官桥菜市场＋金华市婺城区**调味品经营部	","菜市场	","/	","'92330701MA2DCHMM4	","/	","浙江	","金华	","婺城	","城市	","浙江省金华市婺城区江南街道下官桥菜市场调料区1号（自主申报）	","/	","胡妙英	","	","胡妙英	",/,"SC10333070302984	","调味料酒	","普通食品	","4	","袋	","GC20339900009930122	","调味品	","调味料酒	","调味料酒	","料酒	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","400ml/袋	","/	","2020/3/1 0:00:00	","12个月	","	","Q/SSJ0003S	","/	","图形商标	","1.5元/袋	","	","9袋	",,"2袋	","金华**酒业有限公司	",浙江金东经济开发区正涵北街,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","食品经营许可证换证中	","浙江省食品药品检验研究院	","省（区）级	","王胜楠、金凌峰	","2020/3/20 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200391	","2020/3/20 0:00:00	","2020/4/20 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/3/23 0:00:00	","13588158579	","316245046@qq.com	","2020/4/20 19:45:05	","2020/3/20 11:23:46	","合格报告	","三氯蔗糖	","未检出	","g/kg	","合格项	","GB 22255-2014《食品安全国家标准 食品中三氯蔗糖(蔗糖素)的测定》	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.0075	","g/kg	","0.0075	","g/kg	","/	","g/kg	","/	","g/kg	","不得使用	","g/kg	","不得使用	","g/kg	","	","流通	","	","徐潇颖	","2020/4/20 19:45:05	","	","经营许可证	","/	","	","	","金华	","金东	","6956119597495	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","桐庐江南综合市场 桐庐县城南街道**副食品店	","批发市场	","/	","'92330122MA28XQKL8D	","/	","浙江	","杭州	","桐庐	","乡村	","桐庐县城江南综合市场2幢一楼19号摊位	","/	","蒋春莲	","	","蒋春莲	",/,"SC10333052303070	","原味黄酒	","普通食品	","6	","袋	","GC20339900009930217	","酒类	","发酵酒	","黄酒	","黄酒	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","350ml/袋	","/	","2020/3/16 0:00:00	","12个月	","	","GB/T13662	","二级	","图形商标	","1元/袋	","	","8袋	",,"3袋	","浙江安吉**酒业有限公司	",浙江安吉经济开发区,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","吴伟伟、宣檬泽	","2020/4/2 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200607	","2020/4/3 0:00:00	","2020/4/26 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/4/7 0:00:00	","13588158579	","316245046@qq.com	","2020/4/26 10:23:11	","2020/4/2 10:03:50	","合格报告	","酒精度	","8.9	","%vol	","合格项	","GB 5009.225-2016《食品安全国家标准 酒中乙醇浓度的测定》(密度瓶法)	","产品明示标准和质量要求	","/	","%vol	","/	","%vol	","/	","%vol	","7.0	","%vol	","/	","%vol	","9.0	","%vol	","	","流通	","	","赵超群	","2020/4/26 10:23:12	","	","经营许可证	","JY13301220116672	","	","	","湖州	","安吉	","6934461171792	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","桐庐江南综合市场 桐庐县城南街道**副食品店	","批发市场	","/	","'92330122MA28XQKL8D	","/	","浙江	","杭州	","桐庐	","乡村	","桐庐县城江南综合市场2幢一楼19号摊位	","/	","蒋春莲	","	","蒋春莲	",/,"SC10333052303070	","原味黄酒	","普通食品	","6	","袋	","GC20339900009930217	","酒类	","发酵酒	","黄酒	","黄酒	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","350ml/袋	","/	","2020/3/16 0:00:00	","12个月	","	","GB/T13662	","二级	","图形商标	","1元/袋	","	","8袋	",,"3袋	","浙江安吉**酒业有限公司	",浙江安吉经济开发区,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","吴伟伟、宣檬泽	","2020/4/2 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20200607	","2020/4/3 0:00:00	","2020/4/26 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/4/7 0:00:00	","13588158579	","316245046@qq.com	","2020/4/26 10:23:11	","2020/4/2 10:03:50	","合格报告	","苯甲酸及其钠盐(以苯甲酸计)	","未检出	","g/kg	","合格项	","GB 5009.28-2016《食品安全国家标准食品中苯甲酸、山梨酸和糖精钠的测定》(第一法 液相色谱法)	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.01	","g/kg	","0.01	","g/kg	","/	","g/kg	","	","g/kg	","0.05	","g/kg	","不得使用	","g/kg	","	","流通	","	","赵超群	","2020/4/26 10:23:12	","	","经营许可证	","JY13301220116672	","	","	","湖州	","安吉	","6934461171792	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
